game_date,sport,player_name,player_name_norm,participant_name,participant_name_norm,participant_id,participant_source_id,participant_source_id_type,participant_source_key,participant_join_key,market_key,market_family,bookmaker,bookmaker_key,side,side_norm,line,price,event_id,market_selection_key,market_offer_key,commence_time,selection_rule,source,pulled_at,snapshot_type,is_closing_line,snapshot_rank
2026-05-05,MLB,Stephen Kolek,stephen kolek,Stephen Kolek,,,,,,,pitcher_strikeouts,player_prop,DraftKings,,over,over,2.5,-157,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-05,MLB,Peter Lambert,peter lambert,Peter Lambert,,,,,,,pitcher_strikeouts,player_prop,BetMGM,,under,under,4.5,115,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-04,MLB,Yoshinobu Yamamoto,yoshinobu yamamoto,Yoshinobu Yamamoto,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,over,over,5.5,-158,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-04,MLB,Logan Gilbert,logan gilbert,Logan Gilbert,,,,,,,pitcher_strikeouts,player_prop,DraftKings,,under,under,6.5,-141,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-04,MLB,Chad Patrick,chad patrick,Chad Patrick,,,,,,,pitcher_strikeouts,player_prop,DraftKings,,over,over,3.5,-137,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-03,MLB,Merrill Kelly,merrill kelly,Merrill Kelly,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,over,over,3.5,-144,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-03,MLB,Kyle Freeland,kyle freeland,Kyle Freeland,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,over,over,3.5,-125,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-03,MLB,Jack Leiter,jack leiter,Jack Leiter,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,over,over,4.5,-172,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-02,MLB,Chris Sale,chris sale,Chris Sale,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,under,under,7.5,-144,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-02,MLB,Sean Burke,sean burke,Sean Burke,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,over,over,3.5,-130,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-02,MLB,Reid Detmers,reid detmers,Reid Detmers,,,,,,,pitcher_strikeouts,player_prop,BetMGM,,under,under,6.5,-125,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-01,MLB,Simeon Woods Richardson,simeon woods richardson,Simeon Woods Richardson,,,,,,,pitcher_strikeouts,player_prop,DraftKings,,over,over,3.5,-103,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-01,MLB,Zac Gallen,zac gallen,Zac Gallen,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,over,over,4.5,116,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-01,MLB,JT Ginn,jt ginn,JT Ginn,,,,,,,pitcher_strikeouts,player_prop,BetMGM,,over,over,3.5,-105,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-04-30,MLB,Bryce Elder,bryce elder,Bryce Elder,,,,,,,pitcher_strikeouts,player_prop,DraftKings,,over,over,4.5,-128,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-04-30,MLB,Kevin Gausman,kevin gausman,Kevin Gausman,,,,,,,pitcher_strikeouts,player_prop,BetMGM,,over,over,5.5,-110,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-04-30,MLB,Peter Lambert,peter lambert,Peter Lambert,,,,,,,pitcher_strikeouts,player_prop,BetMGM,,under,under,5.5,-160,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
